date,open,high,low,close,volume
2018/3/1,46.81818008,47.45454407,46.72727203,47.45454407,16122450
2018/3/2,46.81818008,47,46.1818161,46.1818161,29294851
2018/3/5,46.54545212,46.54545212,45.40908813,45.54545212,21196975
2018/3/6,46.09090805,46.09090805,45.63636398,45.72727203,9428076
2018/3/7,45.72727203,46.09090805,45.63636398,45.72727203,9869687
2018/3/8,46,46.09090805,45.81818008,45.81818008,6713241
2018/3/9,46,46.09090805,45.81818008,45.90908813,5233572
2018/3/12,46.1818161,47.45454407,46.1818161,47.09090805,23007132
2018/3/13,47.09090805,47.09090805,46.63636398,46.90908813,14852075
2018/3/14,46.90908813,47.09090805,46.54545212,46.90908813,9135337
2018/3/15,46.72727203,46.81818008,46.54545212,46.54545212,9592805
2018/3/16,46.36363602,47,46.1818161,47,29454141
2018/3/19,46.63636398,46.90908813,46.63636398,46.90908813,8260841
2018/3/20,46.63636398,47,46.54545212,47,10805516
2018/3/21,47.09090805,47.1818161,46.72727203,46.81818008,11781221
2018/3/22,47.09090805,47.45454407,46.81818008,47.09090805,15981234
2018/3/23,46.36363602,46.45454407,45.45454407,45.72727203,35938965
2018/3/26,45.63636398,45.81818008,45.54545212,45.81818008,10082109
2018/3/27,46.1818161,46.1818161,45.81818008,46.09090805,12711019
2018/3/28,45.72727203,45.90908813,45.54545212,45.72727203,9100240
2018/3/29,45.90908813,45.90908813,45.45454407,45.54545212,9497880
2018/3/30,45.81818008,45.90908813,45.54545212,45.54545212,8357424
2018/4/2,45.72727203,45.81818008,45.45454407,45.54545212,5648780
2018/4/3,45.40908813,45.45454407,45.27272797,45.36363602,14814908
2018/4/9,45.72727203,45.72727203,45.31818008,45.72727203,12089100
2018/4/10,45.54545212,46.54545212,45.45454407,46.36363602,26329520
2018/4/11,46.54545212,47,46.27272797,46.36363602,18068470
2018/4/12,46.63636398,46.72727203,46.1818161,46.36363602,10215961
2018/4/13,46.63636398,46.63636398,46.27272797,46.54545212,8917942
2018/4/16,46.36363602,46.36363602,45.81818008,46,9599375
2018/4/17,46,46.09090805,45.36363602,45.40908813,18412390
2018/4/18,45.72727203,45.81818008,45.36363602,45.45454407,11707595
2018/4/19,45.72727203,46,45.63636398,46,10492736
2018/4/20,45.81818008,45.90908813,45.54545212,45.81818008,10143851
2018/4/23,45.63636398,45.90908813,45.54545212,45.63636398,10990925
2018/4/24,45.63636398,45.81818008,45.45454407,45.63636398,9021786
2018/4/25,45.45454407,45.72727203,45.36363602,45.72727203,10392563
2018/4/26,45.90908813,45.90908813,45.63636398,45.90908813,11519013
2018/4/27,45.90908813,46.1818161,45.90908813,46.1818161,11596247
2018/4/30,46.27272797,46.45454407,46,46.36363602,11090590
2018/5/2,46.36363602,46.72727203,46.36363602,46.63636398,13059321
2018/5/3,46.36363602,46.45454407,45.81818008,45.81818008,12690551
2018/5/4,45.72727203,45.90908813,45.54545212,45.54545212,16962222
2018/5/7,45.90908813,45.90908813,45.54545212,45.72727203,6281211
2018/5/8,45.54545212,46.09090805,45.54545212,46.09090805,9687234
2018/5/9,46,46.27272797,46,46.09090805,7840466
2018/5/10,46.27272797,46.45454407,46.1818161,46.36363602,13568691
2018/5/11,46.63636398,47.09090805,46.45454407,47.09090805,21703479
2018/5/14,47.27272797,47.45454407,46.90908813,47.09090805,12344237
2018/5/15,47.27272797,47.54545212,46.54545212,46.54545212,15617919
2018/5/16,47,47.45454407,46.81818008,47.45454407,23017866
2018/5/17,47.63636398,48,47.45454407,47.72727203,22289361
2018/5/18,47.81818008,48.1818161,47.72727203,48.09090805,19634621
2018/5/21,48,48.54545212,47.90908813,48.36363602,19109715
2018/5/22,48.45454407,48.81818008,48.36363602,48.81818008,19412299
2018/5/23,48.90908813,48.90908813,47.90908813,48.45454407,15973634
2018/5/24,48.63636398,48.63636398,48.1818161,48.63636398,9679579
2018/5/25,48.63636398,48.72727203,48.1818161,48.27272797,7323332
2018/5/28,48.45454407,48.63636398,48.36363602,48.45454407,6414009
2018/5/29,48.36363602,48.36363602,48,48,6531934
2018/5/30,47.27272797,47.45454407,46.54545212,46.54545212,25743136
2018/5/31,47.09090805,47.45454407,46.81818008,47.36363602,29900560
2018/6/1,47,47.27272797,46.90908813,47.09090805,6315328
2018/6/4,47.45454407,48,47.36363602,48,8883330
2018/6/5,48.1818161,48.1818161,47.72727203,48.1818161,5593655
2018/6/6,48.27272797,48.72727203,48,48.45454407,11840428
2018/6/7,48.63636398,49.09090805,48.45454407,49.09090805,15146786
2018/6/8,49.09090805,49.09090805,48.63636398,48.90908813,12352040
2018/6/11,48.81818008,49,48.63636398,48.81818008,5369244
2018/6/12,48.54545212,49.09090805,48.45454407,48.63636398,12416474
2018/6/13,48.54545212,49.09090805,48.54545212,49.09090805,9977006
2018/6/14,48.72727203,48.72727203,48.09090805,48.09090805,18242099
2018/6/15,48,48.81818008,47.90908813,48.81818008,25137805
2018/6/19,48.1818161,48.90908813,48,48.1818161,26223281
2018/6/20,48.1818161,49.09090805,48.09090805,48.81818008,18728191
2018/6/21,49.09090805,49.27272797,48.81818008,49,18426663
2018/6/22,48.63636398,48.90908813,48.54545212,48.81818008,17330200
2018/6/25,48.63636398,48.81818008,48.27272797,48.36363602,28938275
2018/6/26,46.27272797,46.72727203,46.09090805,46.27272797,23880213
2018/6/27,46.36363602,46.54545212,45.90908813,45.90908813,16926760
2018/6/28,45.81818008,46.36363602,45.72727203,45.90908813,10630442
2018/6/29,46,46.45454407,45.81818008,46.45454407,10909739
2018/7/2,46.27272797,46.54545212,45.72727203,45.72727203,11257043
2018/7/3,45.81818008,46,45.27272797,45.45454407,17666324
2018/7/4,45.31818008,45.63636398,45.31818008,45.45454407,10507347
2018/7/5,45.45454407,45.54545212,44.86363602,45.27272797,12760576
2018/7/6,45,45.1818161,44.63636398,44.95454407,15800613
2018/7/9,45.45454407,45.72727203,45.27272797,45.54545212,9408837
2018/7/10,45.90908813,46,45.45454407,45.90908813,7875725
2018/7/11,45.54545212,45.72727203,45.31818008,45.72727203,10404885
2018/7/12,45.63636398,46.1818161,45.36363602,46.09090805,13281782
2018/7/13,46.1818161,46.36363602,46.09090805,46.36363602,8226332
2018/7/16,46.36363602,46.45454407,46,46.09090805,6154403
2018/7/17,46.09090805,46.36363602,46,46.1818161,8411984
2018/7/18,46.36363602,46.36363602,46,46.1818161,9909191
2018/7/19,46.36363602,46.36363602,45.90908813,46.1818161,9044261
2018/7/20,46,46.36363602,45.90908813,46.36363602,9695962
2018/7/23,46.27272797,46.36363602,46,46.36363602,8249710
2018/7/24,46.1818161,46.27272797,45.63636398,45.72727203,19170716
2018/7/25,45.72727203,45.90908813,45.54545212,45.63636398,11574776
2018/7/26,45.81818008,45.90908813,45.36363602,45.72727203,13831722
2018/7/27,45.72727203,45.72727203,45.45454407,45.63636398,9264778
2018/7/30,45.72727203,45.90908813,45.54545212,45.81818008,9935592
2018/7/31,45.81818008,46.36363602,45.72727203,46.09090805,20082771
2018/8/1,46.1818161,46.36363602,46.09090805,46.36363602,6617052
2018/8/2,46.27272797,46.27272797,45.63636398,45.63636398,9817553
2018/8/3,45.90908813,46.1818161,45.81818008,46.1818161,8127307
2018/8/6,46.1818161,46.27272797,45.81818008,45.81818008,7516098
2018/8/7,45.90908813,46.1818161,45.81818008,45.90908813,8478680
2018/8/8,46.1818161,46.36363602,46,46.09090805,6943458
2018/8/9,46.1818161,46.27272797,45.81818008,45.81818008,8205726
2018/8/10,46.1818161,46.36363602,46.09090805,46.27272797,12206343
2018/8/13,46.09090805,46.09090805,45.40908813,45.54545212,16002258
2018/8/14,45.72727203,45.81818008,45.45454407,45.72727203,6881616
2018/8/15,45.63636398,45.72727203,45.40908813,45.54545212,10825782
2018/8/16,45.40908813,45.40908813,45,45.1818161,18350965
2018/8/17,45.36363602,45.54545212,45.1818161,45.36363602,12630209
2018/8/20,45.1818161,45.54545212,45.1818161,45.36363602,8890565
2018/8/21,45.40908813,45.54545212,45.36363602,45.45454407,9648322
2018/8/22,45.54545212,45.63636398,45.36363602,45.54545212,9274035
2018/8/23,45.54545212,45.63636398,45.36363602,45.54545212,6407165
2018/8/24,45.45454407,45.54545212,45.13636398,45.31818008,11673347
2018/8/27,45.54545212,46.1818161,45.45454407,46.09090805,14221711
2018/8/28,46.1818161,46.1818161,46,46.1818161,6612229
2018/8/29,46.1818161,46.27272797,45.90908813,46.27272797,5485739
2018/8/30,46.09090805,46.1818161,45.90908813,45.90908813,7844789
2018/8/31,45.90908813,46.27272797,45.81818008,46.27272797,15211636
2018/9/3,46.09090805,46.1818161,45.81818008,46,7613870
2018/9/4,46,46.36363602,46,46.27272797,8219978
2018/9/5,45.90908813,46,45.63636398,45.63636398,9919397
2018/9/6,45.54545212,46,45.54545212,45.54545212,7167383
2018/9/7,45.36363602,45.45454407,45,45,17117486
2018/9/10,45.09090805,45.1818161,44.90908813,44.90908813,11658299
2018/9/11,45.22727203,45.27272797,44.90908813,45.27272797,13015211
2018/9/12,45.27272797,45.31818008,45.09090805,45.1818161,7357995
2018/9/13,45.31818008,45.63636398,45.27272797,45.36363602,6389688
2018/9/14,45.63636398,45.81818008,45.45454407,45.54545212,7248068
2018/9/17,45.54545212,45.63636398,45.45454407,45.45454407,6440091
2018/9/18,45.54545212,45.72727203,45.40908813,45.45454407,11811705
2018/9/19,45.54545212,45.72727203,45.40908813,45.72727203,10811836
2018/9/20,45.81818008,46,45.72727203,45.81818008,17774969
2018/9/21,46,46.81818008,45.90908813,46.45454407,39024374
2018/9/25,46.54545212,46.90908813,46.45454407,46.45454407,14891566
2018/9/26,46.45454407,46.72727203,46.27272797,46.36363602,10785295
2018/9/27,46.36363602,47.27272797,46.36363602,47.1818161,21609645
2018/9/28,47.1818161,47.36363602,46.54545212,47.09090805,22944359
2018/10/1,47.27272797,47.81818008,47.1818161,47.72727203,17645850
2018/10/2,47.72727203,47.81818008,47,47.36363602,17616673
2018/10/3,47.1818161,47.63636398,47,47.09090805,15192903
2018/10/4,47.09090805,47.1818161,46.54545212,46.90908813,14583911
2018/10/5,46.63636398,47.1818161,45.63636398,46.27272797,31564001
2018/10/8,46.27272797,46.90908813,46.09090805,46.90908813,14680340
2018/10/9,47,47.27272797,46.72727203,46.81818008,18898027
2018/10/11,45.45454407,45.90908813,45.09090805,45.13636398,40612323
2018/10/12,45,45.72727203,44.63636398,45.54545212,20617274
2018/10/15,45.31818008,45.72727203,45.09090805,45.40908813,25973443
2018/10/16,45.36363602,45.40908813,45,45.1818161,14233197
2018/10/17,45.40908813,45.63636398,45.22727203,45.22727203,11322355
2018/10/18,45.36363602,45.45454407,45.09090805,45.09090805,9342753
2018/10/19,44.77272797,45.63636398,44.6818161,45.63636398,13911135
2018/10/22,45.36363602,45.81818008,45.31818008,45.45454407,6606718
2018/10/23,45.22727203,45.36363602,44.90908813,45.04545212,10845825
2018/10/24,44.81818008,45.27272797,44.54545212,44.6818161,14262252
2018/10/25,44.22727203,44.54545212,43.63636398,43.63636398,18553113
2018/10/26,43.63636398,43.81818008,42.1818161,42.81818008,23733259
2018/10/29,42.90908813,43,42.40908813,42.63636398,14105371
2018/10/30,43.1818161,43.36363602,42.81818008,43.1818161,10076409
2018/10/31,43.81818008,44.04545212,43.31818008,44.04545212,13121748
2018/11/1,43.59090805,44.09090805,43.45454407,43.90908813,13213767
2018/11/2,44.04545212,44.45454407,43.72727203,44.45454407,8804294
2018/11/5,44.09090805,44.72727203,44,44.72727203,9344163
2018/11/6,44.90908813,45.36363602,44.6818161,45.27272797,14621435
2018/11/7,45.27272797,45.72727203,44.95454407,45.72727203,14178527
2018/11/8,45.90908813,46.27272797,45.54545212,46.27272797,13587993
2018/11/9,45.81818008,46.45454407,45.63636398,46.45454407,12833905
2018/11/12,45.81818008,46.54545212,45.81818008,46.27272797,5355263
2018/11/13,45.1818161,46.36363602,45.1818161,46.36363602,7471105
2018/11/14,46.27272797,46.54545212,46,46.54545212,6260911
2018/11/15,46.54545212,46.54545212,46.09090805,46.45454407,7144449
