date,open,high,low,close,volume
2018/3/1,24.04999924,24.5,24,24.39999962,25194618
2018/3/2,24.04999924,24.14999962,23.89999962,23.95000076,24193500
2018/3/5,23.89999962,23.89999962,23.5,23.60000038,31262182
2018/3/6,23.79999924,23.85000038,23.60000038,23.70000076,10217906
2018/3/7,23.70000076,23.75,23.5,23.5,21375900
2018/3/8,23.54999924,23.70000076,23.45000076,23.5,17846863
2018/3/9,23.5,23.64999962,23.5,23.60000038,14120354
2018/3/12,23.75,23.79999924,23.60000038,23.70000076,14223731
2018/3/13,23.85000038,23.89999962,23.64999962,23.85000038,24457365
2018/3/14,23.89999962,23.89999962,23.75,23.85000038,10458025
2018/3/15,23.85000038,23.89999962,23.75,23.75,10181685
2018/3/16,23.79999924,23.89999962,23.70000076,23.70000076,34241985
2018/3/19,23.70000076,23.89999962,23.70000076,23.89999962,7397994
2018/3/20,23.79999924,23.85000038,23.70000076,23.75,11190178
2018/3/21,23.79999924,23.85000038,23.75,23.75,9817148
2018/3/22,23.79999924,23.89999962,23.75,23.85000038,10936647
2018/3/23,23.64999962,23.64999962,23.45000076,23.5,21586642
2018/3/26,23.39999962,23.45000076,23.29999924,23.45000076,13701322
2018/3/27,23.5,23.60000038,23.5,23.54999924,10481252
2018/3/28,23.54999924,23.54999924,23.39999962,23.39999962,7084591
2018/3/29,23.39999962,23.45000076,23.20000076,23.20000076,19957874
2018/3/30,23.35000038,23.54999924,23.29999924,23.5,11548942
2018/4/2,23.5,23.64999962,23.45000076,23.5,8901255
2018/4/3,23.45000076,23.54999924,23.35000038,23.35000038,14009186
2018/4/9,23.60000038,23.79999924,23.45000076,23.79999924,19119678
2018/4/10,23.60000038,23.75,23.54999924,23.75,18088318
2018/4/11,23.75,23.79999924,23.54999924,23.60000038,13740006
2018/4/12,23.60000038,23.60000038,23.39999962,23.60000038,12251582
2018/4/13,23.60000038,23.60000038,23.45000076,23.45000076,7976091
2018/4/16,23.5,23.60000038,23.39999962,23.45000076,5931955
2018/4/17,23.45000076,23.5,23.25,23.29999924,12513259
2018/4/18,23.29999924,23.45000076,23.29999924,23.39999962,8963785
2018/4/19,23.39999962,23.70000076,23.39999962,23.70000076,13469784
2018/4/20,23.70000076,23.75,23.54999924,23.64999962,11241679
2018/4/23,23.5,23.60000038,23.35000038,23.60000038,10969108
2018/4/24,23.5,23.60000038,23.29999924,23.29999924,12010257
2018/4/25,23.29999924,23.39999962,23.25,23.39999962,13132137
2018/4/26,23.39999962,23.45000076,23.25,23.35000038,11424341
2018/4/27,23.35000038,23.45000076,23.25,23.39999962,11673573
2018/4/30,23.39999962,23.5,23.29999924,23.5,13608637
2018/5/2,23.60000038,24,23.60000038,23.64999962,17805055
2018/5/3,23.5,23.54999924,23.25,23.25,14031200
2018/5/4,23.25,23.35000038,23.20000076,23.25,10702921
2018/5/7,23.29999924,23.35000038,23.20000076,23.25,7354779
2018/5/8,23.25,23.39999962,23.20000076,23.39999962,7965063
2018/5/9,23.39999962,23.5,23.25,23.45000076,7171480
2018/5/10,23.45000076,23.5,23.35000038,23.45000076,9925427
2018/5/11,23.5,23.54999924,23.39999962,23.54999924,7657983
2018/5/14,23.54999924,23.60000038,23.5,23.5,8153353
2018/5/15,23.39999962,23.5,23.29999924,23.35000038,8962211
2018/5/16,23.39999962,23.54999924,23.35000038,23.5,7551768
2018/5/17,23.5,23.54999924,23.35000038,23.35000038,7803711
2018/5/18,23.35000038,23.45000076,23.35000038,23.39999962,4987428
2018/5/21,23.39999962,23.54999924,23.39999962,23.39999962,7056113
2018/5/22,23.39999962,23.45000076,23.29999924,23.29999924,8956787
2018/5/23,23.45000076,23.45000076,23.20000076,23.20000076,12801148
2018/5/24,23.29999924,23.35000038,23.25,23.25,8348394
2018/5/25,23.25,23.35000038,23.25,23.35000038,7215569
2018/5/28,23.39999962,23.45000076,23.35000038,23.39999962,9633771
2018/5/29,23.39999962,23.39999962,23.35000038,23.39999962,9473067
2018/5/30,23.29999924,23.35000038,23.20000076,23.20000076,21958794
2018/5/31,23.25,23.60000038,23.20000076,23.60000038,44520664
2018/6/1,23.60000038,23.79999924,23.5,23.75,23059659
2018/6/4,23.75,24.20000076,23.75,24.20000076,37769494
2018/6/5,24.20000076,24.35000038,24.14999962,24.29999924,24558357
2018/6/6,24.25,24.29999924,24.14999962,24.25,14086395
2018/6/7,24.39999962,24.39999962,24.20000076,24.39999962,19842751
2018/6/8,24.20000076,24.39999962,24.14999962,24.39999962,12039235
2018/6/11,24.29999924,24.39999962,24,24.10000038,10361945
2018/6/12,24,24.20000076,23.95000076,24.14999962,13903846
2018/6/13,24.04999924,24.10000038,24,24.04999924,10150093
2018/6/14,23.89999962,23.95000076,23.60000038,23.70000076,18303968
2018/6/15,23.70000076,23.79999924,23.60000038,23.64999962,29040578
2018/6/19,23.39999962,23.60000038,23.39999962,23.39999962,20906293
2018/6/20,23.64999962,23.95000076,23.5,23.79999924,14479866
2018/6/21,23.79999924,23.89999962,23.60000038,23.64999962,9539034
2018/6/22,23.60000038,23.75,23.60000038,23.70000076,10793088
2018/6/25,23.5,23.60000038,23.39999962,23.39999962,13692936
2018/6/26,23.39999962,23.5,23.39999962,23.39999962,7312593
2018/6/27,23.39999962,23.45000076,23.25,23.25,17121899
2018/6/28,23.25,23.39999962,23.20000076,23.25,12796523
2018/6/29,23.25,23.70000076,23.20000076,23.70000076,13519177
2018/7/2,23.45000076,23.54999924,23.25,23.25,12285605
2018/7/3,23.25,23.45000076,23.25,23.25,11930043
2018/7/4,23.29999924,23.54999924,23.25,23.5,7707905
2018/7/5,23.54999924,23.54999924,23.35000038,23.45000076,5933398
2018/7/6,23.35000038,23.5,23.29999924,23.5,10886784
2018/7/9,23.54999924,23.60000038,23.39999962,23.60000038,7353866
2018/7/10,23.70000076,23.70000076,23.54999924,23.64999962,5197321
2018/7/11,23.54999924,23.70000076,23.54999924,23.70000076,5866511
2018/7/12,23.70000076,23.85000038,23.60000038,23.79999924,11185103
2018/7/13,23.79999924,23.89999962,23.75,23.89999962,7224897
2018/7/16,23.89999962,24,23.89999962,23.89999962,7184280
2018/7/17,23.89999962,24,23.85000038,24,9687586
2018/7/18,24,24.10000038,23.95000076,24.10000038,13896958
2018/7/19,24.04999924,24.25,24.04999924,24.20000076,11789572
